Date,Description
2022-03-19,"['C3140', 'C3586', 'C1822', 'C2559', 'C666', 'C2709', 'C1949', 'C1727', 'C2648', 'C2458', 'C2306', 'C1754', 'C3345', 'C19', 'C2597', 'C2597', 'C3706', 'C2467', 'C1493', 'C682', 'C1693', 'C122', 'C624', 'C211', 'C2872', 'C765', 'C18', 'C1444', 'C2846', 'C2357', 'C3068', 'C1568', 'C1434', 'C1246', 'C2914', 'C3006', 'C2330', 'C2485', 'C3015', 'C138']"
2022-03-19,"['C985', 'C1556', 'C432', 'C234', 'C280', 'C2331', 'C1426', 'C439', 'C2173', 'C431', 'C581', 'C103', 'C1147', 'C1801', 'C930', 'C3014', 'C1454', 'C2674', 'C2059', 'C3335', 'C628', 'C2253', 'C86', 'C2901', 'C3019', 'C453', 'C1110', 'C380', 'C3067', 'C3108', 'C811', 'C416', 'C2017', 'C2669', 'C107', 'C3718', 'C1149', 'C277', 'C407', 'C481', 'C1159', 'C2384', 'C2923', 'C714', 'C1243', 'C3214', 'C1006', 'C697', 'C1374', 'C2871', 'C2501']"
2022-03-20,"['C491', 'C3677', 'C2386', 'C788', 'C2661', 'C3087', 'C822', 'C3394', 'C2626', 'C1287', 'C789', 'C2084', 'C3009']"
2022-03-22,"['C1446', 'C1446', 'C1446', 'C1446', 'C1446', 'C2321']"
2022-03-22,"['C3319', 'C1851', 'C263', 'C1081', 'C2969', 'C231', 'C3677', 'C2386', 'C788', 'C2166', 'C54', 'C2204', 'C1471', 'C3087', 'C1571', 'C1830', 'C534', 'C1382', 'C2309', 'C1322', 'C2030', 'C3716', 'C3370', 'C644', 'C2295', 'C1850', 'C1247', 'C587', 'C281', 'C2611', 'C720', 'C2636', 'C1934', 'C3009', 'C1751', 'C1281', 'C450', 'C1694']"
2022-03-23,"['C2826', 'C175', 'C614', 'C3030', 'C2451', 'C2366', 'C1228', 'C2614', 'C1377', 'C3271', 'C2197', 'C1671', 'C2272', 'C707', 'C396', 'C1833', 'C2959', 'C3469', 'C171', 'C3542', 'C1849', 'C2536', 'C1311', 'C2060', 'C2027', 'C68', 'C3743', 'C274', 'C420', 'C2879', 'C1885', 'C1885', 'C1970', 'C1970', 'C1970', 'C1970', 'C246', 'C2584', 'C1715', 'C2703', 'C1060', 'C3695']"
2022-03-23,"['C2952', 'C702', 'C270', 'C1255', 'C2240', 'C3521', 'C2342', 'C743', 'C3413', 'C3035', 'C3156', 'C289', 'C3256', 'C2111', 'C2478', 'C1341', 'C3311', 'C324', 'C3133', 'C3391', 'C1073', 'C2475', 'C83', 'C1888', 'C2213', 'C1685', 'C1945', 'C1345', 'C2717', 'C3744', 'C2675', 'C881', 'C3682', 'C102', 'C1698', 'C55', 'C1896', 'C887', 'C2132', 'C2635', 'C3636', 'C2695']"
2022-03-24,"['C3276', 'C1808', 'C425', 'C3677', 'C3323', 'C788', 'C2166', 'C54', 'C2214', 'C1471', 'C3500', 'C1382', 'C3716', 'C1850', 'C1247', 'C281', 'C2611', 'C341', 'C1473', 'C1525', 'C745', 'C2636', 'C2665', 'C1934', 'C526', 'C2408', 'C2444', 'C2446', 'C1396', 'C927', 'C1672', 'C2178', 'C2904', 'C1751', 'C1618', 'C2328', 'C1805', 'C1187']"
2022-03-24,"['C3639', 'C2414', 'C696', 'C696', 'C2141', 'C703', 'C9', 'C2315', 'C2970', 'C1737', 'C3473', 'C623', 'C1091', 'C1240']"
2022-03-24,"['C1093', 'C1238', 'C2649', 'C2066', 'C3201', 'C1617']"
2022-03-24,"['C2655', 'C2442', 'C1762', 'C2376', 'C1094']"
2022-03-25,"['C2620', 'C84', 'C1546', 'C1623', 'C3218', 'C3398', 'C1086', 'C1729', 'C165', 'C543', 'C2586', 'C1943', 'C3072', 'C2878', 'C2875', 'C730', 'C196', 'C196', 'C1098', 'C95', 'C751', 'C298', 'C1107', 'C49', 'C2491', 'C536', 'C1627', 'C1627', 'C1627', 'C293', 'C2579', 'C622', 'C1405', 'C1405', 'C230', 'C2047']"
2022-03-25,"['C1842', 'C1556', 'C2173', 'C103', 'C930', 'C2674', 'C2059', 'C3335', 'C453', 'C1110', 'C416', 'C1149', 'C277', 'C407', 'C2384', 'C3214', 'C2501']"
2022-03-25,"['C1059', 'C2772', 'C1624', 'C1796', 'C356', 'C3011', 'C112', 'C3566', 'C213', 'C433', 'C3333', 'C3712', 'C2015', 'C3215', 'C1234', 'C152', 'C1790']"
2022-03-25,"['C3503', 'C3204', 'C956', 'C1910', 'C1224', 'C2319', 'C3700', 'C2289', 'C589', 'C2220', 'C531', 'C2405', 'C2091', 'C3130', 'C3721', 'C3336', 'C2427', 'C3552', 'C3229', 'C1348', 'C2042', 'C3157', 'C3088', 'C3261', 'C954', 'C1217', 'C3610', 'C655', 'C1534', 'C2861', 'C379', 'C2276', 'C2701', 'C1828', 'C2122', 'C2099', 'C851', 'C964', 'C1425']"
2022-03-26,"['C1359', 'C961', 'C2637', 'C1066', 'C2085', 'C2840', 'C1853', 'C124', 'C619', 'C601', 'C1620', 'C184', 'C1429', 'C3324', 'C1276', 'C3588', 'C1752', 'C2973', 'C2848', 'C3540', 'C434', 'C1400', 'C955', 'C3648', 'C1658', 'C3181', 'C3065', 'C3545', 'C1986', 'C2955', 'C3113', 'C472', 'C3114', 'C2506', 'C2323', 'C2963', 'C950', 'C2793', 'C3312', 'C2543', 'C1866', 'C488', 'C2748', 'C848', 'C3533', 'C1950', 'C3520', 'C1572', 'C347', 'C2074', 'C2454', 'C867', 'C1459', 'C689', 'C1667', 'C488', 'C1292', 'C649', 'C120', 'C2337', 'C129', 'C448']"
2022-03-26,"['C3319', 'C1851', 'C1081', 'C2481', 'C2969', 'C231', 'C3677', 'C3323', 'C2214', 'C3087', 'C1571', 'C534', 'C1382', 'C2030', 'C3370', 'C1850', 'C3009', 'C2311']"
2022-03-26,"['C187', 'C1305', 'C1167', 'C3066', 'C2971', 'C523', 'C1912', 'C579', 'C3003', 'C2574', 'C498']"
2022-03-27,"['C788', 'C3087', 'C1322', 'C644', 'C2547', 'C2497', 'C1720', 'C1567', 'C2636', 'C1934', 'C1596', 'C1071', 'C1751', 'C3269']"
2022-03-28,"['C263', 'C1808', 'C425', 'C3677', 'C2386', 'C788', 'C2166', 'C54', 'C1471', 'C1830', 'C2749', 'C3716', 'C2295', 'C2487', 'C1934', 'C2792', 'C2633', 'C1281']"
2022-03-28,"['C1300', 'C1529', 'C1354', 'C3380', 'C3380', 'C3380', 'C1834', 'C3727']"
2022-03-29,"['C1446', 'C1446', 'C1446', 'C2321', 'C2321', 'C2321']"
2022-03-29,"['C1478', 'C311', 'C2726', 'C1570', 'C3', 'C1135', 'C2335', 'C1272', 'C3377', 'C3544', 'C125', 'C1889', 'C630', 'C630', 'C1653', 'C2680', 'C1069', 'C2387', 'C603', 'C320', 'C2215', 'C3134', 'C2079', 'C499', 'C2791', 'C2140', 'C2043', 'C2681', 'C1266', 'C2965', 'C1450', 'C1413', 'C1764', 'C11', 'C1337', 'C1270', 'C1134', 'C512', 'C706', 'C2617', 'C538', 'C3234', 'C236', 'C2998', 'C3217', 'C943', 'C2625', 'C2255', 'C1981', 'C2274', 'C2187', 'C455', 'C2034', 'C574', 'C3294', 'C2750', 'C2831', 'C2859', 'C1415']"
2022-03-30,"['C2621', 'C3276', 'C3323', 'C2214', 'C1382', 'C1322', 'C3716', 'C644', 'C1247', 'C281', 'C2611', 'C1567', 'C720', 'C2311', 'C1751', 'C1694']"
2022-03-30,"['C2773', 'C3480', 'C2591', 'C1696', 'C3607', 'C1392', 'C2438', 'C3167', 'C2333', 'C2678', 'C2033', 'C1076', 'C3249', 'C2870', 'C440', 'C820', 'C3077', 'C262', 'C1705', 'C368', 'C569', 'C192', 'C1669', 'C3688', 'C2598', 'C331', 'C2000', 'C981', 'C3484', 'C2260', 'C2260', 'C3458', 'C2972', 'C51', 'C3039', 'C2385', 'C2660', 'C1353', 'C1438', 'C1088', 'C44', 'C3175', 'C1884', 'C3016', 'C2216', 'C1371', 'C383', 'C968', 'C1133', 'C1507']"
2022-03-30,"['C3045', 'C2631', 'C1662']"
2022-03-30,"['C3722', 'C3722', 'C2296', 'C3538', 'C201', 'C635', 'C98']"
2022-03-30,"['C696', 'C2315', 'C1151', 'C2332', 'C2644', 'C2241', 'C1052']"
2022-03-31,"['C1673', 'C2720', 'C745', 'C243', 'C813', 'C2408', 'C2444', 'C1172', 'C1396', 'C2178', 'C2328', 'C1187']"
2022-03-31,"['C3664', 'C2687', 'C904', 'C1966', 'C235', 'C410', 'C842', 'C401', 'C1852', 'C2148', 'C3468', 'C364', 'C3516', 'C1789', 'C845', 'C1552', 'C3701', 'C1969', 'C2249', 'C1356', 'C2841', 'C1223', 'C3436', 'C3436', 'C756', 'C1948', 'C1670', 'C1347', 'C3026', 'C2545', 'C276', 'C345', 'C3178', 'C1664', 'C478', 'C1818', 'C773']"
2022-03-31,"['C2322', 'C3349', 'C2442', 'C2514', 'C202', 'C3510', 'C1639', 'C1141']"
2022-03-31,"['C1514', 'C1389', 'C2281', 'C2218', 'C1154', 'C2152', 'C1458']"
2022-04-01,"['C465', 'C217', 'C3671', 'C3548', 'C931', 'C2100', 'C2654', 'C1171', 'C2522', 'C3384', 'C1328', 'C3517', 'C1647', 'C1847', 'C1031', 'C411', 'C1418', 'C2758', 'C1182', 'C1562', 'C1562', 'C2609', 'C3069']"
2022-04-01,"['C6', 'C3503', 'C3204', 'C956', 'C1910', 'C1224', 'C3700', 'C1770', 'C2289', 'C2439', 'C531', 'C2237', 'C3721', 'C2310', 'C2160', 'C3336', 'C2427', 'C3088', 'C3534', 'C655', 'C1534', 'C2861', 'C1768', 'C2701', 'C1828', 'C2122', 'C2729', 'C1832', 'C1540', 'C851']"
2022-04-01,"['C2546', 'C179', 'C1289', 'C1189', 'C287', 'C1593', 'C2560', 'C3089', 'C2769', 'C524', 'C2830']"
2022-04-01,"['C2386', 'C3323', 'C788', 'C2166', 'C54', 'C3087', 'C1382', 'C1850', 'C587', 'C1378', 'C2636', 'C939', 'C1071', 'C2311', 'C3269']"
2022-04-01,"['C739', 'C3460', 'C527', 'C1914', 'C1899', 'C64', 'C1068', 'C2505', 'C2520', 'C3228', 'C2851', 'C3531', 'C2198', 'C3148', 'C2733', 'C1962', 'C2227', 'C3364', 'C3434', 'C3076', 'C1802', 'C2762', 'C1180', 'C742', 'C398', 'C924', 'C2243', 'C285']"
2022-04-01,"['C1055', 'C2413', 'C370', 'C130', 'C2389', 'C1173', 'C1173', 'C1173', 'C878', 'C886', 'C1171', 'C2522', 'C3384', 'C1328', 'C3517', 'C1647', 'C1847', 'C1031', 'C411', 'C1418', 'C2758', 'C1182', 'C1562', 'C1562', 'C2609', 'C3069']"
2022-04-01,"['C1309', 'C2234', 'C1390', 'C1390', 'C2445', 'C2709', 'C2410', 'C3493', 'C1940', 'C1372', 'C2656', 'C2175', 'C2822', 'C2977', 'C2127', 'C3655', 'C1404', 'C2802', 'C661', 'C2357', 'C592', 'C592', 'C1992', 'C2914', 'C2450', 'C315', 'C3015', 'C138']"
2022-04-02,"['C312', 'C775', 'C2541', 'C1204', 'C288', 'C1126', 'C1968', 'C2104']"
2022-04-02,"['C2246', 'C681', 'C2313', 'C3098', 'C2820', 'C2209', 'C1557', 'C2436', 'C1283', 'C2651', 'C1409', 'C1776', 'C1016', 'C573', 'C3344', 'C3025', 'C3162', 'C723', 'C1928', 'C799', 'C1952', 'C3504', 'C2063', 'C73', 'C444', 'C1330', 'C988', 'C853', 'C2888', 'C2347']"
2022-04-03,"['C1081', 'C1808', 'C3323', 'C788', 'C2661', 'C54', 'C2214', 'C2204', 'C1471', 'C3087', 'C3500', 'C2749', 'C1382', 'C1322', 'C644', 'C1850', 'C1247', 'C281', 'C1378', 'C2547', 'C2611', 'C1976', 'C1408', 'C3394', 'C2626', 'C1269', 'C382', 'C2665', 'C578', 'C789', 'C1014', 'C1934', 'C61', 'C3009', 'C1071', 'C2193', 'C3269']"
2022-04-04,"['C1483', 'C1', 'C317', 'C385', 'C26', 'C1450', 'C2375', 'C2746', 'C11', 'C1070', 'C2533', 'C1270', 'C1134', 'C706', 'C58', 'C934', 'C1605', 'C1412', 'C817', 'C2488']"
2022-04-04,"['C788', 'C2309', 'C3716', 'C2295', 'C1830', 'C1567', 'C2084', 'C1751', 'C1301', 'C2621']"
2022-04-04,"['C1881', 'C2790', 'C371', 'C2044', 'C342', 'C1869', 'C994', 'C3231']"
2022-04-05,"['C263', 'C1081', 'C425', 'C3323', 'C2166', 'C54', 'C1382', 'C3716', 'C644', 'C1850', 'C3009', 'C2904', 'C1751', 'C450']"
2022-04-05,"['C3319', 'C1851', 'C2969', 'C231', 'C3087', 'C1571', 'C534', 'C2030', 'C3370']"
2022-04-05,"['C1446', 'C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321']"
2022-04-06,"['C3435', 'C1592', 'C71', 'C539', 'C591', 'C151', 'C921', 'C375', 'C3209', 'C3411', 'C168', 'C3227', 'C632', 'C3704', 'C3392', 'C1555', 'C990', 'C1701', 'C1836', 'C2845', 'C1642']"
2022-04-07,"['C294', 'C3486', 'C468', 'C468', 'C3235', 'C541', 'C3028', 'C1811', 'C2667', 'C3388', 'C3224', 'C3373', 'C1234', 'C152', 'C1020', 'C3628', 'C2874', 'C2643']"
2022-04-07,"['C2338', 'C2657', 'C1028', 'C272', 'C272', 'C595', 'C3272']"
2022-04-07,"['C1510', 'C3382', 'C1148', 'C999', 'C1762', 'C1019', 'C510', 'C1470', 'C1447', 'C87', 'C384', 'C144', 'C908', 'C3616', 'C183', 'C1858']"
2022-04-07,"['C1673', 'C526', 'C2408', 'C2444', 'C2937', 'C1396', 'C2178', 'C2328']"
2022-04-07,"['C1254', 'C1842', 'C1556', 'C432', 'C234', 'C2331', 'C748', 'C748', 'C1426', 'C439', 'C2173', 'C1053', 'C3278', 'C581', 'C103', 'C1147', 'C1801', 'C3673', 'C930', 'C1932', 'C1454', 'C2674', 'C2059', 'C3335', 'C2253', 'C86', 'C2901', 'C2072', 'C3019', 'C453', 'C1110', 'C380', 'C3067', 'C416', 'C2017', 'C2669', 'C107', 'C3718', 'C1149', 'C277', 'C481', 'C2065', 'C3745', 'C1159', 'C2384', 'C2923', 'C714', 'C3214', 'C1220', 'C1006', 'C697', 'C1374', 'C2871', 'C2501']"
2022-04-07,"['C2226', 'C1146', 'C3372', 'C1821', 'C1090', 'C840', 'C3390']"
2022-04-08,"['C3503', 'C3204', 'C956', 'C1910', 'C3700', 'C2289', 'C1139', 'C589', 'C2405', 'C3130', 'C1381', 'C1024', 'C3721', 'C2310', 'C1771', 'C2427', 'C3229', 'C1348', 'C2042', 'C3157', 'C3261', 'C1217', 'C3534', 'C655', 'C1534', 'C379', 'C2701', 'C1828', 'C3032', 'C3405', 'C2498', 'C2099', 'C3401', 'C1540', 'C851']"
2022-04-08,"['C3319', 'C1808', 'C2386', 'C3323', 'C788', 'C2166', 'C2214', 'C3500', 'C1830', 'C2309', 'C644', 'C1850', 'C1247', 'C281', 'C2611', 'C341', 'C2877', 'C2636', 'C1934', 'C3376', 'C3009', 'C939', 'C2311', 'C1694']"
2022-04-09,"['C3319', 'C369', 'C1851', 'C1081', 'C2969', 'C231', 'C3323', 'C2166', 'C54', 'C2214', 'C3087', 'C1571', 'C3500', 'C534', 'C1382', 'C1322', 'C2030', 'C3716', 'C3370', 'C1850', 'C1247', 'C1973', 'C1567', 'C720', 'C2636', 'C3638', 'C3117', 'C1934', 'C564', 'C1598']"
2022-04-11,"['C1300', 'C3085', 'C1529', 'C2941', 'C1354', 'C3380', 'C3380', 'C2979', 'C1834', 'C3727']"
2022-04-11,"['C3573', 'C1822', 'C2244', 'C504', 'C1786', 'C3493', 'C3509', 'C3091', 'C2815', 'C2306', 'C2932', 'C2977', 'C1145', 'C3629', 'C3119', 'C486', 'C1278', 'C1252', 'C2102', 'C3379', 'C624', 'C18', 'C661', 'C1568', 'C415']"
2022-04-11,"['C2474', 'C1749', 'C3553', 'C323', 'C3020', 'C2161', 'C905', 'C1782', 'C2286', 'C2029', 'C724', 'C1131', 'C1131', 'C3337', 'C376', 'C1744', 'C1616', 'C1564', 'C1465']"
2022-04-12,"['C125', 'C3549', 'C3338', 'C2212', 'C2079', 'C1875', 'C734', 'C2140', 'C1765', 'C1581', 'C1134', 'C706', 'C2274', 'C1758', 'C460', 'C2831', 'C3348']"
2022-04-12,"['C1446', 'C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321']"
2022-04-12,"['C1214', 'C2570', 'C766', 'C1710', 'C2460', 'C3147']"
2022-04-12,"['C3319', 'C1851', 'C1808', 'C425', 'C2969', 'C231', 'C3677', 'C3323', 'C2166', 'C54', 'C1471', 'C3087', 'C1571', 'C3500', 'C534', 'C1382', 'C2030', 'C3716', 'C3370', 'C644', 'C1850', 'C1247', 'C281', 'C2547', 'C2611', 'C1673', 'C720', 'C2636', 'C1934', 'C2460', 'C2408', 'C2446', 'C1596', 'C1071', 'C3009', 'C2311', 'C2178', 'C1751', 'C1033', 'C2328', 'C1187', 'C2621']"
2022-04-13,"['C1309', 'C3140', 'C2234', 'C1996', 'C2709', 'C3493', 'C2656', 'C122', 'C1307', 'C2846', 'C2357', 'C525', 'C2914', 'C374']"
2022-04-13,"['C2147', 'C2773', 'C3480', 'C1392', 'C693', 'C3249', 'C3077', 'C561', 'C1022', 'C3471', 'C2598', 'C3458', 'C2972', 'C3523', 'C2991', 'C662', 'C2222', 'C1927', 'C1971', 'C3251', 'C173', 'C1116', 'C2728', 'C1599', 'C186', 'C1884', 'C968', 'C3685', 'C1767', 'C1133', 'C1507', 'C949']"
2022-04-13,"['C3276', 'C2481', 'C2386', 'C788', 'C3087', 'C1830', 'C587', 'C1473', 'C1525', 'C325', 'C1817', 'C3453', 'C854', 'C927', 'C896', 'C642', 'C1618', 'C450', 'C1694']"
2022-04-13,"['C2687', 'C80', 'C1440', 'C842', 'C1233', 'C401', 'C1852', 'C74', 'C2148', 'C1695', 'C2109', 'C2492', 'C2415', 'C1233', 'C1892', 'C3516', 'C3612', 'C2379', 'C1815', 'C208', 'C845', 'C1552', 'C3701', 'C22', 'C570', 'C2249', 'C1670', 'C2841', 'C3436', 'C1630', 'C2745', 'C3081', 'C3026', 'C2013', 'C2863', 'C2', 'C3698', 'C1420', 'C3530', 'C1370', 'C1504', 'C3592', 'C2829', 'C1664', 'C1436', 'C801']"
2022-04-13,"['C2147', 'C2773', 'C3480', 'C1392', 'C693', 'C3249', 'C3077', 'C561', 'C1022', 'C3471', 'C2598', 'C3458', 'C2972', 'C3523', 'C2991', 'C662', 'C2222', 'C1927', 'C1971', 'C3251', 'C173', 'C1116', 'C2728', 'C1599', 'C186', 'C1884', 'C968', 'C3685', 'C1767', 'C1133', 'C1507', 'C949']"
2022-04-14,"['C1808', 'C3323', 'C788', 'C2214', 'C2749', 'C1322', 'C3070', 'C1567', 'C2636', 'C452', 'C2418', 'C2715', 'C1596', 'C3009', 'C1301']"
2022-04-14,"['C6', 'C3204', 'C956', 'C1910', 'C1224', 'C2319', 'C3700', 'C2779', 'C1139', 'C2220', 'C2405', 'C2237', 'C3130', 'C2807', 'C3721', 'C2943', 'C3336', 'C2427', 'C3229', 'C3088', 'C3261', 'C1217', 'C3610', 'C3265', 'C1534', 'C379', 'C2701', 'C3405', 'C3401', 'C1284', 'C964', 'C1719']"
2022-04-14,"['C3001', 'C1389', 'C1893', 'C2679', 'C668', 'C2118', 'C2129', 'C1517', 'C2281', 'C3184', 'C1867', 'C1554', 'C1394', 'C2081', 'C3637', 'C3637', 'C217', 'C758', 'C3082', 'C1714', 'C1917', 'C36', 'C1049', 'C548', 'C922', 'C1560', 'C105', 'C3049', 'C3441', 'C1460']"
2022-04-15,"['C3087', 'C2547', 'C1567', 'C2636', 'C1934']"
2022-04-16,"['C1556', 'C432', 'C1426', 'C439', 'C2173', 'C581', 'C103', 'C1147', 'C930', 'C2674', 'C2059', 'C3019', 'C453', 'C1110', 'C3067', 'C416', 'C2017', 'C3718', 'C1149', 'C277', 'C481', 'C2384', 'C697', 'C1374', 'C2501']"
2022-04-16,"['C1081', 'C1808', 'C425', 'C2386', 'C3323', 'C788', 'C54', 'C2214', 'C3087', 'C3500', 'C1830', 'C1382', 'C2839', 'C3716', 'C3370', 'C644', 'C3017', 'C1247', 'C281', 'C1973', 'C3741', 'C2611', 'C3009', 'C2747', 'C501']"
2022-04-18,"['C491', 'C1081', 'C3276', 'C425', 'C2386', 'C788', 'C2166', 'C2661', 'C54', 'C2214', 'C2204', 'C1471', 'C3087', 'C3500', 'C1382', 'C1322', 'C3716', 'C3370', 'C2295', 'C1850', 'C1247', 'C281', 'C720', 'C1976', 'C2311', 'C1672', 'C2904', 'C2633']"
2022-04-18,"['C3023', 'C191', 'C1972', 'C1600', 'C164', 'C2524', 'C3412', 'C135', 'C348', 'C2942', 'C1597', 'C3593', 'C2534', 'C7', 'C1241', 'C3579', 'C1306', 'C283', 'C3061', 'C2568', 'C2785', 'C2294', 'C2003', 'C3679', 'C1485', 'C935', 'C1170', 'C945', 'C1951', 'C2890', 'C1986', 'C746', 'C2096', 'C2925', 'C2955', 'C2307', 'C1442', 'C2580', 'C665', 'C2928', 'C3131', 'C198', 'C3211', 'C1290', 'C35', 'C77', 'C220', 'C3095', 'C2097', 'C265', 'C3071', 'C2757', 'C3589', 'C1136', 'C3317', 'C3396', 'C3092', 'C1741', 'C170', 'C417', 'C3075', 'C2975', 'C2233', 'C2092', 'C1848', 'C837', 'C1735', 'C2351', 'C2759', 'C3059', 'C361', 'C1074', 'C1769', 'C3302', 'C1687', 'C253', 'C3160', 'C3395', 'C3687', 'C3197', 'C747']"
2022-04-18,"['C1998', 'C492', 'C2192', 'C2208', 'C2145', 'C3197']"
2022-04-19,"['C1304', 'C1304', 'C1304', 'C21', 'C1385', 'C1385', 'C1385', 'C1385']"
2022-04-19,"['C3319', 'C1851', 'C2969', 'C231', 'C2214', 'C2204', 'C1571', 'C534', 'C2030', 'C3370']"
2022-04-19,"['C554', 'C1734', 'C3123', 'C351', 'C351', 'C3084', 'C1092', 'C1937', 'C81', 'C3156', 'C3090', 'C3180', 'C2129', 'C3322', 'C1938', 'C2339', 'C395', 'C3216', 'C2345', 'C295', 'C859', 'C2808', 'C1013', 'C2089', 'C353', 'C3359', 'C2537', 'C1062', 'C2421', 'C777', 'C2014', 'C1513', 'C3367', 'C2607', 'C3146', 'C1685', 'C2443', 'C1945', 'C1023', 'C641', 'C3652', 'C1526', 'C2531', 'C626', 'C1161', 'C3564', 'C3230', 'C2575', 'C3577', 'C2610', 'C2610', 'C1825', 'C1204', 'C288', 'C88']"
2022-04-19,"['C566', 'C648', 'C1823', 'C2555', 'C529', 'C505', 'C2082', 'C2878', 'C770', 'C831', 'C293', 'C1127', 'C1331']"
2022-04-19,"['C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321']"
2022-04-20,"['C2414', 'C821', 'C696', 'C2195', 'C703', 'C9', 'C3371', 'C2970', 'C2332', 'C794', 'C1737', 'C3473', 'C2987', 'C2864', 'C290', 'C1091', 'C1240']"
2022-04-20,"['C1148', 'C179', 'C1289', 'C1280', 'C2283', 'C1040', 'C2538', 'C699', 'C3513', 'C2169', 'C785', 'C2021', 'C3623', 'C3121', 'C606', 'C3289', 'C3498', 'C607', 'C3562', 'C393', 'C974', 'C3073', 'C2397', 'C924', 'C1792', 'C2420', 'C1903', 'C3250']"
2022-04-20,"['C1689', 'C2453', 'C1675', 'C3002', 'C358', 'C328', 'C3623', 'C1229', 'C2227', 'C3364', 'C805', 'C594', 'C1041', 'C2157', 'C1173', 'C1173', 'C1173', 'C1173', 'C878', 'C524', 'C2830', 'C698', 'C1686']"
2022-04-21,"['C1673', 'C813', 'C260', 'C778', 'C454', 'C2064', 'C936', 'C66', 'C526', 'C2408', 'C2444', 'C2446', 'C2937', 'C1396', 'C2178']"
2022-04-21,"['C181', 'C713', 'C1238', 'C2974', 'C2542', 'C1026', 'C1924', 'C1617']"
2022-04-21,"['C819', 'C337', 'C3634', 'C1653', 'C2267', 'C1069', 'C861']"
2022-04-21,"['C1148', 'C94', 'C3322', 'C480', 'C193', 'C126']"
2022-04-22,"['C1323', 'C755', 'C633', 'C2656', 'C2458', 'C244', 'C266', 'C161', 'C1404', 'C18', 'C2391', 'C661', 'C1568', 'C3060', 'C2330']"
2022-04-22,"['C263', 'C3276', 'C425', 'C2969', 'C3677', 'C3323', 'C2166', 'C54', 'C2214', 'C1471', 'C1382', 'C1322', 'C3716', 'C3370', 'C2295', 'C1720', 'C1934', 'C2084', 'C3009', 'C939']"
2022-04-22,"['C3204', 'C1910', 'C3700', 'C2439', 'C589', 'C2220', 'C1381', 'C1024', 'C3721', 'C2310', 'C2160', 'C3336', 'C3229', 'C1348', 'C3088', 'C3261', 'C954', 'C1217', 'C655', 'C1534', 'C1828', 'C3405', 'C2498', 'C2099', 'C1832', 'C3401', 'C2839', 'C2843', 'C6', 'C1224', 'C2319', 'C2779', 'C1139', 'C531', 'C2405', 'C2237', 'C3130', 'C1771', 'C2427', 'C3552', 'C3157', 'C2861', 'C379', 'C2701', 'C3032', 'C964', 'C1719', 'C1425', 'C2165']"
2022-04-23,"['C1556', 'C432', 'C234', 'C2331', 'C748', 'C1426', 'C439', 'C804', 'C2173', 'C1053', 'C3278', 'C581', 'C103', 'C1147', 'C1801', 'C930', 'C1932', 'C2674', 'C2059', 'C3335', 'C628', 'C2253', 'C86', 'C2901', 'C2072', 'C3019', 'C453', 'C1110', 'C380', 'C3067', 'C416', 'C2017', 'C2669', 'C107', 'C3718', 'C1149', 'C407', 'C481', 'C1159', 'C2384', 'C2923', 'C714', 'C3214', 'C1006', 'C697', 'C2871', 'C2501']"
2022-04-23,"['C3319', 'C1851', 'C2969', 'C231', 'C1571', 'C534', 'C2030', 'C3370']"
2022-04-25,"['C425', 'C2386', 'C3323', 'C2166', 'C54', 'C2214', 'C3500', 'C1830', 'C1382', 'C652', 'C3716', 'C644', 'C1247', 'C587', 'C281', 'C2547', 'C3741', 'C2497', 'C2611', 'C1567', 'C720', 'C3012', 'C1934', 'C3568', 'C3459', 'C3009']"
2022-04-25,"['C3741', 'C2084', 'C1332', 'C1332', 'C3463', 'C675', 'C1803', 'C2613', 'C1160', 'C3219', 'C3677', 'C3323', 'C54', 'C1471', 'C1382', 'C3716', 'C587', 'C3009', 'C1349']"
2022-04-25,"['C3319', 'C1851', 'C2969', 'C231', 'C3677', 'C1571', 'C534', 'C2030', 'C3370']"
2022-04-26,"['C3242', 'C2002', 'C17', 'C3254', 'C3013', 'C3466', 'C1683', 'C673', 'C169', 'C363', 'C3273', 'C204']"
2022-04-26,"['C1300', 'C3085', 'C1529', 'C2941', 'C1354', 'C3380', 'C3380', 'C1834', 'C3727', 'C880']"
2022-04-26,"['C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321']"
2022-04-27,"['C2952', 'C3135', 'C1632', 'C2004', 'C1360', 'C1255', 'C2055', 'C2474', 'C2342', 'C3613', 'C1293', 'C2231', 'C605', 'C1179', 'C1516', 'C1516', 'C1516', 'C1516', 'C3512', 'C3512', 'C3512', 'C3005', 'C858', 'C1896', 'C3478', 'C2016', 'C2992', 'C971']"
