Supplier,Date,Type,Invoice number,Product ID,Description,Quantity,Price,Total Amount
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,TOSTI EMPANADA FAMILIAR*150G,2,2815,5630
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,TOSTIEMPANADAS YUPI,6,700,4200
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,YUPI SALADO *12G,12,217,2604
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,GOLPES RANCHEROS YUPI *35G,5,1416,7080
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,PAPAS CLASICAS YUPI 20G,4,700,2800
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,PALOMITAS MIX CARAMELO 58G,5,1055,5275
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,RIZADAS COSTILLA BBQ *31G,6,1387,8322
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,CHEESE HORNEADOS *82G,2,2084,4168
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,TOSTI NACHOS FULL QUESO X 28 GR,6,700,4200
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,GOLPE LIMON YUPI X 45 GR,5,1416,7080
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,RIZADAS LIMON *250G,2,7501,15002
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,TOSTI NACHOS *- 160 G,3,2815,8445
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,TOZINETAS FRED YUPI * 25 G,5,913,4565
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,PALOMITAS MIX CARAMELO QUESO*150,3,2521,7563
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,YUPI FAMILIAAE*110G,3,2101,6303
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,RIZADAS LIMON *105G,2,3501,7002
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,YUPI QUESO FAMILIAR*110G,2,2395,4790
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,SUPER TATOS * 30,4,700,2800
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,RIZADAS DE LIMON 30G,6,1261,7566
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,PQT RIZADA MAYONESA X 45 GR,3,1694,5082
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,RIZADAS TOMATE *105G,1,3501,3501
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,GOLPE CON TODO LIMOPN * 140 G,1,3858,3858
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,PALOMITAS FAMILIAR CARAMELO*170,3,2521,7563
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,RIZADAS COSTILLAS BBQ *100G,3,3501,10503
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,TOSTI AREPA * 28 G,5,700,3500
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,GOLPE ORGINAL  YUPI X 45GRS,5,1416,7080
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,PAPA LIZAS NATURAL *29G,4,1051,4204
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,ANILLOS DE CEBOLLA,5,840,4200
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,RIZADA TOMATE *31G,4,1261,5044
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,TOSTI NACHOS BBQ *31G,6,700,4200
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,454,7.70E+12,TOSTI EMPANADAS DE MAIZ *28G,5,700,3500
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.70E+12,CABANO FERNI *250G,2,3782,7564
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.71E+12,CHORIZO COCTEL POLLO *10,3,5630,16890
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.71E+12,MORTADELA JAMONADA MAYAS *450,3,3613,10839
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.71E+12,MORTADELA JAMONADA MAYAS *250G,5,2353,11765
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.71E+12,MORTADELA *500 EMANUEL,4,4381,17524
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.71E+12,SALCHICHO AHUMADO RICHS,10,5042,50420
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.71E+12,MORTADELA *250GR,3,2479,7437
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.71E+12,CHORIZO COCTEL SANTARROSANO MAYAS *10,4,7983,31932
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,455,7.71E+12,SALCHICHON DE POLLO*900GRA,4,5462,21848
TERCEROS VARIOS Y/O GENERAL,10/14/2022,MR,456,7.50E+12,BAYGON ESPIRALES *10,24,2861,68664
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.70E+12,GOMITAS TRULULU OSOS,50,249,12450
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.70E+12,TRULULU FRESITAS *90G,288,1261,363168
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.70E+12,PASTILLAS CHAO,32,504,16128
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.70E+12,OKA LOKA NANOS,12,1023,12276
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.70E+12,OKA LOKA CHICLE EN POLVO X 15 GM.,12,477,5724
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.70E+12,BIANCHI,36,595,21420
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.70E+12,CHOCOLORES TRULULU *30G,36,883,31788
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.70E+12,BUBBALOO SPARKIES,20,790,15800
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.62E+12,HALLS EXTRAFUERTE,48,792,38016
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.62E+12,CHICLETS ADAMS,20,773,15460
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.62E+12,TRIDENT TOTAL * 12 PASTILLAS,24,1716,41184
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.62E+12,GALLETAS OREO ORGNL *  126 GR,15,1849,27735
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.62E+12,TRIDENT SANDIA *8.5G,90,803,72270
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.62E+12,GALLETA RITZ *58.6G,10,1177,11770
TERCEROS VARIOS Y/O GENERAL,10/15/2022,MR,457,7.51E+12,TRIDENT FREHMINT * 30.6 G,48,2059,98832
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.34E+11,ATUN VALLE REAL *170G,1,3025,3025
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,COLOR TOKE GOURMET *30G,12,336,4032
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,BICARBONATO DE SODA *100G,18,756,13608
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,SEMILLAS DE GIRASOL *200G,2,1849,3698
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,COMINO MOLIDO *15G,12,588,7056
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,LINAZA ENTERA *200G,4,2941,11764
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,AJO MOLIDO *70,12,1008,12096
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,AZAFRAN DE RAIZ *30G,6,462,2772
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,AJI TOKE GOURMET *120G,12,1345,16140
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CANELA ENTERA *20G,24,2773,66552
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CURCUMA *30G,12,1092,13104
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,BICARBONATO DE SODA *200G,6,1261,7566
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,MADEJA PARA CHORIZO *10G,6,4202,25212
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,ADOBA TODO AHUMADO *30G,12,630,7560
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,PIMIENTA MOLIDA*30G,12,1597,19164
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,LINAZA ENTERA *40G,12,672,8064
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,OFERTA PAGUE 2 LLEVE 3,6,1177,7062
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CANELA ENTERA *10GR,24,1513,36312
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,ACACIA DE LA INDIA *10GR,6,750,4500
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,SIETE LOKES 90G,20,840,16800
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CLAVO ENTERO 5G,18,630,11340
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,LAUREL HOJA *10G,12,714,8568
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,AJO MOLIDO *30G,12,504,6048
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CEBADA TOKE GOURMET *70G,12,672,8064
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,COMINO MOLIDO *30G,6,1261,7566
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,AZAFRAN DE MAIZ *70G,6,924,5544
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,COLOR RALLADO *40G,12,840,10080
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CLAVO ENTERO *10,12,1177,14124
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,COLOR TOKE GOURMET *200G,6,1261,7566
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CALENDULA ENTERA *10G,12,756,9072
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,NUEZ MOSCADA DOS PEPAS,12,1500,18000
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,COLOR PIMENTON *30G,12,546,6552
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,ACENTO *20G,6,588,3528
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CANELA ENTERA *5GR,24,840,20160
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,ALMENDRA *30,6,2605,15630
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,LAUREL MOLIDO *10G,6,672,4032
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,CANELA MOLIDA *10G,12,1092,13104
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,7.68E+11,AZAFRAN DE RAIZ AHUMADO *30G,12,504,6048
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,6.08E+11,CEBADA *200G,8,1600,12800
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,6.08E+11,BICARBONATO DE SODA *20G,24,266,6384
TERCEROS VARIOS Y/O GENERAL,10/17/2022,MR,458,6.08E+11,VINAGRE BLANCO *500ML,10,1177,11770
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,710,ESPINAZO DE CERDO,31.4,901,28291.4
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,950023,CARNE BOLA NEGRA O HUEVO DE ALDANA*KILO,59.9,3174,190122.6
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,CALADITAS COMAPAN  X 280 G,4,5400,21600
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PAN TAJADO EXTRALARGO *520G,1,4160,4160
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,COMAPANCITOS COMAPAN  DE MANTEQUILLA * 230 GR,4,3350,13400
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PONQUE COMAPAN TAJADA CHOCOLITA * 1 UND,5,1118,5590
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,MOGOLLITAS MASATERAS X 380 GR COMAPAN,3,4300,12900
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PONQUE COMAPAN  X 230G,5,2899,14495
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PAN TAJADO INTEGRAL COMAPAN,1,5350,5350
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PONQUECITOS COMAPAN  X 6 UDS,2,2815,5630
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PAN TAJADO COMAPAN MED *420G,3,4050,12150
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PONQUE TAJADA LOLITA COMAPAN,5,1000,5000
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,GALLETAS FRESA* 6 UND COMAPAN,18,651,11718
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,VINO TAJADO *6 COMAPAN,4,3487,13948
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PAN TAJADO MANTEQUILLA * 520 G,2,5100,10200
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PONQUE COMAPAN  DE CHOCOLATE BATIDO  X 70 GR,2,1304,2608
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,COMAPANCITOS INTEGRALES * 230 GRS COMAPAN,2,3500,7000
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PAN NUEVO MILENIO COMAPAN X 460 GR,15,4050,60750
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,MINI LOLITA,6,592,3552
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PAN HAMBURGUESA,2,3250,6500
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,459,7.70E+12,PONQUECITOS *3UND,3,1345,4035
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,460,7.71E+12,CHUNY CARNE DE RES *300G,1,6975,6975
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,461,7.71E+12,QUESO TAJADO CELEMA *200G,2,2500,5000
TERCEROS VARIOS Y/O GENERAL,10/18/2022,MR,462,31,MANGO TOMMY,30,5067,152010
TERCEROS VARIOS Y/O GENERAL,10/19/2022,MR,463,14,TOMATE DE ARBOL,25,3760,94000
TERCEROS VARIOS Y/O GENERAL,10/19/2022,MR,463,26,PAPA AMARILLA,50,2440,122000
TERCEROS VARIOS Y/O GENERAL,10/19/2022,MR,463,718,LOMO CERDO,4.99,20401,101800.99
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,464,7.70E+12,LAVALOZA EXPRESS *1400G,24,5200,124800
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,105035,LECHE SAN FERNANDO UHT ENTERA X 900,10,3450,34500
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,95188013300,JUGO TAMPICO X 330 ML,6,1078,6468
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,95188995002,JUGO TAMPICO CITRUS BOTELLA X 500ML,6,1534,9204
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,AVENA ALPINA ORIG*200 *1*6,10,1292,12920
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,YOGO PREMIO FRESA,4,2012,8048
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,BEBIDA ALPIN SABORES STD *200ML,6,1868,11208
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,BEBIDA ALPIN SABORES STD *200ML,6,1868,11208
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,BEBIDA ALPIN SABORES STD *200ML,10,1868,18680
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,YOGO CEREAL ARROZ CHOCO *144G,10,1438,14380
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,YOGO PREMIO ALPINA STD *150,4,2012,8048
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,YOGO PREMIO ALPINA STD *150,4,2012,8048
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,YOGO YOGO ALPINA VASO *150G STD *1*4,10,1078,10780
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,YOGO YOGO ALPINA VASO *150G STD *1*4,10,1078,10780
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,YOGO YOGO ALPINA VASO *150G STD *1*4,10,1078,10780
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,FINESSE FRESA X 150G,3,1797,5391
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,YOGO CEREAL NATURAL130G,10,1438,14380
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,ALPINITO FRUTOS GALLETAS,12,1624,19488
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,FINESSE MELOCOTON X 150G,3,1797,5391
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,ALPINITO FRESA * 90,12,1624,19488
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,CHOCO ALPIN *180ML,10,1438,14380
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,ALPINITO FRESA * 45 G,12,1004,12048
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,BOGGY CEREZA  *108 G,4,1581,6324
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,ALPINITO MORA,12,1624,19488
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,ALPINITO MELOCOTON  * 45 G,12,1004,12048
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,GELATINA BOGGY PREMIO *108G,4,1581,6324
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,GELATINA BOGGY PREMIO *108G,4,1581,6324
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,GELATINA BOGGY *108G,4,1078,4312
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,GELATINA BOGGY *108G,4,1078,4312
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,ALPINITO MORA * 45 G,12,1004,12048
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,BONYURT FINESSE MUSLI *170G,4,2730,10920
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,LECHE SAN FERNANDO  *1100 ML,10,4150,41500
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,465,7.70E+12,LECHE SAN FERNANDO  X 400 ML,20,1633,32660
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,466,1,PAPA PARDA,50,1740,87000
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,466,23,LIMON,10,6400,64000
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,466,4,ZANAHORIA,30,1867,56010
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,466,5,AGUACATE,8,6500,52000
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,466,6,AJO,10,6400,64000
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,466,17,GUAYABA,10,2400,24000
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,466,28,REMOLACHA,5,4200,21000
TERCEROS VARIOS Y/O GENERAL,10/20/2022,MR,466,7.70E+12,INCAUCA ZERO CALORIAS 160G,2,13143,26286
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,400,MAIZ TRILLADO BLANCO A GRANEL Y *KILO,100,2635,263500
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,435,MAIZ TRILLADO BLANCO 50 KL,2,131750,263500
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,216,MAIZ PERGAMINO VALLE,100,2075,207500
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,2210,BULTO MAIZ PERGAMINO DEL VALLE *50 KL,2,87185,174370
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,54710,@ MAIZ TRILLADO BLANCO,8,27679,221432
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,1402,@ MAIZ PERGAMINO VALLE,8,25938,207504
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PQT RIZADA LIMON X 45 GR,2,1694,3388
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,YUPI HORNEADOS *44G,8,1250,10000
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,YUPI QUESO *44G,2,1250,2500
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,EL GOLPE RANCHERO X  140 G,1,3858,3858
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PAPAS RIZADAS MAYONESA X 31 GM.,2,1261,2522
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,LONCHERA DIVERTIDA YUPI,1,7017,7017
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PAPAS LIZAS LIMON 27G,5,1050,5250
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PQT RIZADA POLLO X 45 GR,1,1694,1694
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PALOMITAS CARAMELO *68G,4,1055,4220
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,TOSTIEMPANADAS YUPI,3,700,2100
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,YUPI SALADO *12G,6,217,1302
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,GOLPES RANCHEROS YUPI *35G,2,1416,2832
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PALOMITAS MIX CARAMELO 58G,4,1055,4220
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,CHEESE HORNEADOS *82G,2,2084,4168
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,TOSTI NACHOS FULL QUESO X 28 GR,4,700,2800
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,GOLPE LIMON YUPI X 45 GR,3,1416,4248
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,RIZADAS LIMON *250G,2,7501,15002
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,GOLPE MAYONESA YUPI *140G,1,3858,3858
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,TOZINETAS FRED YUPI * 25 G,4,913,3652
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PAPA RIZADA POLLO X 115 GR,2,3501,7002
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,YUPI FAMILIAAE*110G,2,2101,4202
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,RIZADAS LIMON *105G,1,3501,3501
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,YUPIS PICANTOSOS *50G,2,1250,2500
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,GOLPE CON TODO CRIOLLO *140G,1,4591,4591
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,RIZADAS DE LIMON 30G,5,1261,6305
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PQT RIZADA MAYONESA X 45 GR,5,1694,8470
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,RIZADAS TOMATE *105G,2,3501,7002
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PALOMITAS FAMILIAR CARAMELO*170,2,2521,5042
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,RIZADAS COSTILLAS BBQ *100G,2,3501,7002
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PAPAS RIZADAS YUPI  MAYONESA *250G,3,6313,18939
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,GOLPE ORGINAL  YUPI X 45GRS,3,1416,4248
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,RIZADAS MAYONESA *105G,4,3501,14004
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,PALOMITA GALLETA*170G,2,2521,5042
TERCEROS VARIOS Y/O GENERAL,10/21/2022,MR,467,7.70E+12,GOLPE CON TODO RANCHERO 250G,2,5614,11228
TERCEROS VARIOS Y/O GENERAL,10/22/2022,MR,468,7.70E+12,CREMA DE LECHE ALQUERIA *180G,1,2437,2437
TERCEROS VARIOS Y/O GENERAL,10/22/2022,MR,468,7.70E+12,CREMA DE LECHE ALQUERIA *400G,1,4874,4874
TERCEROS VARIOS Y/O GENERAL,10/22/2022,MR,468,7.70E+12,LECHE ALQUERIA DESLACTOSADA *1100ML,1,3613,3613
TERCEROS VARIOS Y/O GENERAL,10/22/2022,MR,469,7.70E+12,GOMITAS ANILLOS GRISSLY *50,1,2941,2941
TERCEROS VARIOS Y/O GENERAL,10/27/2022,MR,470,890,TRIDENT X 100 GR,2,7731,15462
TERCEROS VARIOS Y/O GENERAL,10/27/2022,MR,470,7.75E+12,GALLETA CLUB SOCIAL INTEGRALX 9,8,3866,30928
TERCEROS VARIOS Y/O GENERAL,10/27/2022,MR,470,7.70E+12,TRULULU SANDIAS ACIDAS *90G,96,1504,144384
TERCEROS VARIOS Y/O GENERAL,10/27/2022,MR,470,7.62E+12,HALLS EXTRAFUERTE,24,792,19008
TERCEROS VARIOS Y/O GENERAL,10/27/2022,MR,470,7.62E+12,CAJA DE BUBBALOO *70UND,2,6597,13194
